,NAME OF COMPANY,SYMBOL,Sscore,address1,address2,ask,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bookValue,cagr,city,compensationAsOfEpochDate,country,currency,currentPrice,dayHigh,dayLow,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,exchange,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,financialCurrency,firstTradeDateEpochUtc,floatShares,gmtOffSetMilliseconds,grossMargins,grossProfits,industry,kendall,lastFiscalYearEnd,longBusinessSummary,longName,marketCap,market_cagr,maxAge,mostRecentQuarter,netIncomeToCommon,net_cagr,nextFiscalYearEnd,open,operatingMargins,payoutRatio,pearson,period,phone,previousClose,price,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,quoteType,recommendationKey,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,returns,revenueGrowth,revenuePerShare,sector,sharesOutstanding,sharp_ratio,shortName,spearman,std,symbol,timeZoneFullName,timeZoneShortName,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,trailingPegRatio,twoHundredDayAverage,underlyingSymbol,uuid,volitility,volume,website,zip
1231,Ortin Laboratories Limited,ORTINLAB.NS,-621227.1275716249,"D. No. 1-8-B4,","Ground Floor F3 HIG, Block-4, Street No. 3 Baghlingampally",0.0,7700.0,91435.0,7700.0,1.061611,0.0,13.52,-0.03838862414461541,Hyderabad,,India,INR,19.85,19.9,19.3,59.335,,,5537848.0,0.11141,40.053,4.462,221808000.0,NSI,20.608,30.35,16.2,INR,1440128700.0,5725732.0,19800000.0,0.56221,26726000.0,Drug Manufacturers—Specialty & Generic,0.13154167056609717,1680220800.0,"Ortin Laboratories Limited manufactures and trades in pharmaceuticals, drugs, and intermediates in India. The company offers various pharmaceutical formulations of tablets, capsules, syrups, and dry powders. It provides formulations, such as anti-diabetics, anti allergics, sedatives and tranquilisers, anti helmenthetics, analgesics and antipyretics, anti biotics-quinolones, anti biotic-pencillins, antifungal, cephalosporins, and macrolides; and anti-anginal and cardio vascular, and antifungal products. The company's formulations also include chemo therapeutics, antacids and anti ulcerants, anti spasmodics, calcium preparations, iron preparations, anti-arthritic drugs, protein supplements, enzymes, and vitamins, as well as psychiatry, appetizer, gynaec, and anti-retroviral products. In addition, it offers active pharmaceutical ingredient (API) intermediates comprising anti retro viral, anti-diabetics, analgesics and antipyretics, anti-biotics, antifungal, antacids and anti ulcerants, and anti malarials; and manufactures fine chemicals, and grignard and alkali metal products. Further, the company provides services in the areas of process development, process characterization, analytical research and development, assay development, and product characterization; and diagnostic services, such as development of rapid flow kits, assays, and reagents. Additionally, it undertakes long-term contracts for manufacturing intermediates and developing new APIs; and operates as a merchant exporter of pharmaceutical finished formulations. The company was incorporated in 1986 and is headquartered in Hyderabad, India.",Ortin Laboratories Limited,167781728.0,0.11448806579226356,86400.0,1688083200.0,3762000.0,-0.15287668993687897,1711843200.0,19.5,0.06329,0.0,0.21827725896530942,8.035616438356165,91 40 2756 2055,19.6,19.850000381469727,2.0,1.4681952,3.3754144,0.075679995,EQUITY,none,19.9,19.3,19.5,19.6,6157.0,-0.04001384512343141,-0.401,5.945,Healthcare,8131390.0,-0.0037025910686271208,Ortin Laboratories Ltd,0.19280289178033327,0.04288486002183117,ORTINLAB.NS,Asia/Kolkata,IST,2559000.0,0.312,64467000.0,49707000.0,0.0,0.0,0.46,43.152172,,21.54375,ORTINLAB.NS,a0a364db-a3bc-3def-9b03-a019ea47f19a,10.806984725501456,6157.0,https://www.ortinlabsindia.com,500044
1232,Osia Hyper Retail Limited,OSIAHYPER.NS,131850597.21147238,"4D Square, Basement Store 1","Opposite IIT Eng College Nr. D-Mart, Visat Gandhinagar Highway Motera",0.0,604269.0,168221.0,604269.0,-0.106774,0.0,10.985,0.2639830087288737,Ahmedabad,1672444800.0,India,INR,49.0,49.0,48.05,102.879,0.02,0.339,476281760.0,0.061339997,12.766,0.783,6079991808.0,NSI,37.98,49.5,19.9,INR,1555991100.0,13232396.0,19800000.0,0.23030001,1746335000.0,Department Stores,0.04789576628502607,1680220800.0,"Osia Hyper Retail Limited operates a supermarket chain under the Osia Hypermart name in India. The company's stores include products, such as menswear, women's wear, kid's wear, footwear, cosmetics, perfumes and handbags, household accessories, lingerie, gifts, FMCG products, crockery, handicrafts, utensils, handlooms, etc. The company was formerly known as Mapple Exim Limited and changed its name to Osia Hyper Retail Limited in September 2017. Osia Hyper Retail Limited was incorporated in 2013 and is based in Ahmedabad, India.",Osia Hyper Retail Limited,5053075968.0,0.12868313978303325,86400.0,1688083200.0,104375000.0,0.13529986894584045,1711843200.0,49.0,0.05057,0.0,0.07129763304041656,4.361643835616438,91 79 2274 7148,49.0,49.0,2.0,4.460628,0.6508039,0.01344,EQUITY,none,49.0,48.05,49.0,49.0,62617.0,0.23886068672922722,0.19,78.822,Consumer Cyclical,103124000.0,0.026093135754628016,Osia Hyper Retail Ltd,0.06804375719591908,0.03632602370548762,OSIAHYPER.NS,Asia/Kolkata,IST,112453000.0,1.095,1161506048.0,7764360192.0,0.0,0.0,0.95,51.57895,,31.5958,OSIAHYPER.NS,e1db7de9-c803-386e-b85f-2e9dab5750a0,9.15415797378288,62617.0,https://www.osiahypermart.com,380005
1233,Oswal Agro Mills Limited,OSWALAGRO.NS,105597408.81020482,Antriksh Bhawan,"7th Floor 22, Kasturba Gandhi Marg",0.0,232111.0,130152.0,232111.0,0.362559,0.0,61.861,0.26200655647464854,New Delhi,1703980800.0,India,INR,31.45,32.5,31.25,0.05,0.067,0.05,-83491280.0,-0.29875,-28.161,8.413,2351203584.0,NSI,29.231,54.8,23.5,INR,1536896700.0,76438603.0,19800000.0,0.00153,-3701080.0,Real Estate—Development,0.1495639292528895,1680220800.0,"Oswal Agro Mills Limited engages in the trading of commodities in India. It operates through Trading, Real Estate, and Investment segments. The company is also involved in the development and trading of real estate properties. In addition, it invests in equity instruments and other securities, as well as invests surplus funds as interest bearing inter-corporate deposits; and trades in mutual funds. Oswal Agro Mills Limited was incorporated in 1979 and is headquartered in New Delhi, India.",Oswal Agro Mills Limited,4221691136.0,0.11492459267070121,86400.0,1688083200.0,240819008.0,0.14708196380394734,1711843200.0,32.15,-0.31280002,0.0,0.2591536956864766,4.967123287671233,91 11 2375 3652,31.9,31.450000762939453,2.0,0.5083979,15.106061,0.8617,EQUITY,none,32.5,31.25,32.15,31.9,395141.0,0.23758385055207681,,2.092,Real Estate,134235008.0,0.025013058845005192,OSWAL AGRO MILLS,0.21867706403480247,0.03769203373279558,OSWALAGRO.NS,Asia/Kolkata,IST,1709965056.0,12.771,4188000.0,279470016.0,0.0,0.0,1.75,17.97143,,33.027,OSWALAGRO.NS,c133fc66-8cfc-3245-8303-bda82bacc8bd,9.498392500664487,395141.0,https://oswalagromills.com,110001
1234,ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS.NS,291203139.52880645,Oswal House,Opposite Balkavi Bairagi College Nasirabad Highway Village Kanawati,0.0,125361.0,86368.0,125361.0,-0.656398,0.0,5.767,0.5732663625487548,Neemuch,,India,INR,59.5,61.0,58.5,92.484,-0.637,-0.637,84253504.0,0.03681,58.089,2.138,4894170112.0,NSI,66.9748,85.07,16.51,INR,1530675900.0,22849900.0,19800000.0,0.06152,,Agricultural Inputs,0.03616652293448142,1680220800.0,"ShreeOswal Seeds and Chemicals Limited produces, processes, and sells various agricultural seeds in India. Its product portfolio includes wheat seeds, soya bean seeds, mustard seeds, black gram, maize, mung, and isabgol. The company trades in agricultural produce. It is also involved in exporting activities. The company markets its products under the Oswal Gold, OSM-77, OSYM-55, Oswal Seeds, and 3 Star brand names. ShreeOswal Seeds and Chemicals Limited was founded in 2002 and is based in Neemuch, India.",ShreeOswal Seeds and Chemicals Limited,4535387648.0,0.12465784472043273,86400.0,1688083200.0,21526000.0,0.4486085178283221,1711843200.0,60.9,0.03486,0.0,0.05382241263934734,5.164383561643835,91 74 2329 7511,60.55,59.5,2.0,10.317323,1.9813032,0.0094,EQUITY,none,61.0,58.5,60.9,60.55,107467.0,0.46290872541683686,-0.343,30.01,Basic Materials,76225000.0,0.06420689081719845,ShreeOswal S and Che Ltd,0.05050143898121634,0.028609692249460354,OSWALSEEDS.NS,Asia/Kolkata,IST,49544000.0,0.65,410305984.0,2289093120.0,0.0,0.0,0.73,81.50684,,64.403,OSWALSEEDS.NS,1799dc22-258c-3d5a-843a-41592a4883a4,7.2096424468640095,107467.0,https://www.oswalseeds.com,458441
1235,Page Industries Limited,PAGEIND.NS,23411588103.137295,"Tower-1, Cessna Business Park","7th Floor Umiya Business Bay Varthur Hobli, Outer Ring Road",0.0,17957.0,23721.0,17957.0,0.490859,0.0,1229.212,0.30576941021498283,Bengaluru,1703980800.0,India,INR,39822.0,40308.9,39752.0,29.641,-0.235,-0.235,7693038080.0,0.16412,58.264,9.562,448226885632.0,NSI,38354.703,54349.1,34952.65,INR,1174016700.0,5166698.0,19800000.0,0.53247,26206606000.0,Apparel Manufacturing,0.18966537032267064,1680220800.0,"Page Industries Limited manufactures, markets, and distributes textile garments and clothing accessories for men, women, and junior girls and boys in India and internationally. The company offers vests, briefs, boxer briefs, trunks, inner boxers, tank tops, t-shirts, polos, henleys, sweatshirts, jackets, hoodies, boxer shorts, shorts, bermudas, joggers, track pants, pyjamas, pants, bras, panties, crop tops, camisoles, kurta and kurti slips, sleep dresses, capris, leggings, hipsters, mid-waists, boy legs, bloomers, shorties, caps, handkerchief, and masks; face, hand, and bath towels; calf, ankle, knee, low show, and no show socks; and thermals under Jockey brand. It also provides swimwear, water shorts, apparel, and equipment and footwear under the Speedo brand. Page Industries Limited was incorporated in 1994 and is headquartered in Bengaluru, India.",Page Industries Limited,444170600448.0,0.0956230560312481,86400.0,1688083200.0,5225724928.0,0.21014635418373473,1711843200.0,40149.95,0.15534,0.53360003,0.31156863459622314,12.668493150684931,91 80 4945 4545,40153.2,39822.0,2.0,32.396362,9.47583,0.11148,EQUITY,hold,40308.9,39752.0,40149.95,40153.2,12243.0,0.27272632369594124,-0.075,4202.501,Consumer Cyclical,11153900.0,0.052708549551735,PAGE INDUSTRIES LT,0.2782136997080631,0.02053267117873311,PAGEIND.NS,Asia/Kolkata,IST,6660000.0,0.597,4063960064.0,46874058752.0,265.0,0.0065997234,469.9,84.74569,,39974.97,PAGEIND.NS,c7dd12b7-dc9c-314e-b657-96c06405e5cd,5.174233137040744,12243.0,https://www.jockey.in,560103
1236,Paisalo Digital Limited,PAISALO.NS,167164416.09892303,Paisalo House,"74, Gandhi Nagar, NH-2",0.0,1660825.0,1394134.0,1660825.0,1.005416,0.0,25.883,0.045501911657145566,Agra,1672444800.0,India,INR,63.6,64.75,60.9,182.118,0.811,0.84,,0.0,,19.677,48972353536.0,NSI,56.834,98.0,47.7,INR,1245123900.0,250854672.0,19800000.0,1.0,2095724000.0,Credit Services,0.1326323192192847,1680220800.0,"Paisalo Digital Limited, a non-banking financial company, provides financial products in India. The company offers business loans, SME and MSME loans, and income generation loans for business/self-employment purpose; mobility loan for auto rickshaw, electric rickshaw, tempo, and two wheelers; and entrepreneurial loan for entrepreneurs and small business owners. The company was formerly known as S. E. Investments Limited and changed its name to Paisalo Digital Limited in January 2018. Paisalo Digital Limited was incorporated in 1992 and is headquartered in Agra, India.",Paisalo Digital Limited,28557799424.0,0.0956230560312481,86400.0,1688083200.0,1111545984.0,-0.05012114437410253,1711843200.0,60.95,0.62108004,0.0403,0.17477137269050397,12.668493150684931,91 56 2402 8888,60.1,63.599998474121094,2.0,2.4572113,11.474751,0.44662997,EQUITY,none,64.75,60.9,60.95,60.1,2083008.0,0.04548675088249684,0.871,5.546,Financial Services,449022016.0,0.005853546823304526,PAISALO DIGITAL LT,0.1954438354330774,0.03083651419235555,PAISALO.NS,Asia/Kolkata,IST,291105984.0,0.652,21171881984.0,2488751104.0,0.0,0.0,2.48,25.64516,,61.75125,PAISALO.NS,5bdb13bf-17c1-39e7-9c6e-086bfbf2dad3,7.770801576473599,2083008.0,https://www.paisalo.in,282003
1237,Palash Securities Limited,PALASHSECU.NS,11769463.686075505,Birla Building,"5th Floor 9/1, R.N. Mukherjee Road",0.0,1259.0,17274.0,1259.0,0.83243,0.0,384.737,0.10656744461791212,Kolkata,1703980800.0,India,INR,105.15,106.3,103.0,5.688,,,-135788256.0,-0.26662,-9.367,2.497,1271935616.0,NSI,106.06,152.8,82.5,INR,1501472700.0,1978213.0,19800000.0,0.51665,276918000.0,Packaged Foods,0.06368939057136794,1680220800.0,"Palash Securities Limited, an investment company, engages in the food processing business in India and internationally. It operates through two segments, Food Processing Business and Investing Business. The company offers canned fruits and vegetables, jams jellies, marmalades, juices, tomato ketchup/purees/sauces, vegetable sauces, and squashes, as well as breakfast cereals, such as cornflakes, chocos, white oats, and antacids. It also invests in and deals in shares and securities; and immovable properties. The company was incorporated in 2015 and is headquartered in Kolkata, India.",Palash Securities Limited,1051825984.0,0.12154725955359758,86400.0,1688083200.0,-158042000.0,-0.014979814935685454,1711843200.0,103.5,-0.2748,0.0,0.0835270294484185,6.090410958904109,91 33 2243 0497,103.35,105.1500015258789,2.0,0.2733036,2.0652263,-0.31031,EQUITY,none,106.3,103.0,103.5,103.35,477.0,0.10326679707326206,-0.242,50.913,Consumer Defensive,10003100.0,0.011189554037557893,PALASH SECURITIES,0.09494761588385248,0.036622449464865835,PALASHSECU.NS,Asia/Kolkata,IST,120532000.0,12.049,226408992.0,509303008.0,0.0,0.0,-15.59,,,109.96475,PALASHSECU.NS,18635a34-7869-3c4c-b768-874e49caa33b,9.22885726514619,477.0,https://www.birla-sugar.com,700001
1238,Palred Technologies Limited,PALREDTEC.NS,26653899.621705275,"Plot No. 2, 8-2-703/2/B",Road No. 12 Banjara Hills,0.0,85026.0,64350.0,85026.0,0.97461,0.0,48.9,0.13760529795957854,Hyderabad,1703980800.0,India,INR,163.75,169.95,161.8,97.727,,,9108887.0,0.0063,242.276,1.526,2206867200.0,NSI,152.083,194.0,121.3,INR,1079322300.0,3797921.0,19800000.0,0.2056,299112000.0,Information Technology Services,0.12590982578832502,1680220800.0,"Palred Technologies Limited, together with its subsidiaries, engages in the e-commerce business in India. The company offers Bluetooth and wired headsets, wearables, Bluetooth speakers and sound bars, mobile accessories, cables and chargers, computer accessories, cameras and camera accessories, power banks etc. under pTron and Xmate brand names. It also owns and operates ecommerce websites, including ptron.in and LatestOne.com that sells tech and mobile accessories such as Bluetooth speakers and headsets, cables, power banks, smart watches, fashion accessories, etc. The company was formerly known as Four Soft Technologies Limited and changed its name to Palred Technologies Limited in January 2014. Palred Technologies Limited was incorporated in 1999 and is based in Hyderabad, India.",Palred Technologies Limited,2004856704.0,0.0956230560312481,86400.0,1688083200.0,-13905000.0,0.041982241928330444,1711843200.0,165.65,-0.00262,0.0,0.17748598843559982,12.668493150684931,91 40 6638 4916,165.65,163.75,2.0,3.3486707,1.3866159,-0.00962,EQUITY,none,169.95,161.8,165.65,165.65,42611.0,0.1317929351728037,-0.094,108.071,Technology,12232600.0,0.013294665682852352,PALRED TECHNOLOGIE,0.18675014456630307,0.03933817144885962,PALREDTEC.NS,Asia/Kolkata,IST,484222016.0,39.584,604582016.0,1445863040.0,0.0,0.0,-1.35,,,149.74,PALREDTEC.NS,3ed909ea-219b-38dc-b2f7-2e1f02384247,9.913219205112625,42611.0,https://www.palred.com,500034
1239,Panacea Biotec Limited,PANACEABIO.NS,-28697198.88487367,B-1 Extension/G-3,Mohan Co-operative Industrial Estate Mathura Road,0.0,709164.0,215378.0,709164.0,0.778943,0.0,137.719,-0.02864257227537148,New Delhi,1672444800.0,India,INR,134.85,137.8,133.95,2.407,,,167515008.0,0.03501,36.91,1.292,6182921216.0,NSI,130.397,164.4,107.0,INR,1025495100.0,12880337.0,19800000.0,0.58914,2589500000.0,Biotechnology,0.18660389542929562,1680220800.0,"Panacea Biotec Limited, a biotechnology company, engages in the research and development, manufacture, and marketing of pharmaceutical formulations and vaccines in India. It operates through Vaccines and Formulations segments. The company's product portfolio includes prescription products in various therapeutic areas, such as pain management, diabetes and cardiovascular management, oncology, renal disease management, osteoporosis management, anti-tubercular, and gastro-intestinal care; and pneumococcal vaccine, dengue tetravalent vaccine, typhoid conjugate vaccine, and universal flu vaccine. It also exports its products to approximately 30 countries, including the United States, Germany, the Russian Federation, Brazil, Turkey, Bosnia, Tanzania, Kenya, Serbia, Vietnam, Sri Lanka, the Philippines, Panama, Ecuador, Trinidad and Tobago, etc. The company has a collaboration agreement with the Russian Direct Investment Fund for producing Covid-19 vaccine, Sputnik-V; and the Coalition for Epidemic Preparedness Innovations and Translational Health Science and Technology Institute to develop vaccine candidates that could protect against SARS-Cov-2 variants and other Beta coronaviruses. Panacea Biotec Limited was incorporated in 1984 and is based in New Delhi, India.",Panacea Biotec Limited,8259657216.0,0.0956230560312481,86400.0,1688083200.0,333700000.0,-0.12426562830661958,1711843200.0,136.15,-0.044899996,0.0,0.21902628199231072,12.668493150684931,91 11 4167 9000,136.0,134.85000610351562,2.0,0.9791678,1.7263727,0.069749996,EQUITY,none,137.8,133.95,136.15,136.0,214339.0,-0.029707131610643898,0.167,78.072,Healthcare,61250700.0,-0.003474381337434145,PANACEA BIOTEC LTD,0.27388360820262936,0.0339299090831635,PANACEABIO.NS,Asia/Kolkata,IST,2394099968.0,39.029,202200000.0,4784399872.0,0.0,0.0,5.39,25.018555,,127.49675,PANACEABIO.NS,373b7654-aa67-314e-bfae-23014e0eafe6,8.550337088957201,214339.0,https://www.panaceabiotec.com,110044
1240,Panache Digilife Limited,PANACHE.NS,7680317.755886098,"B-507, Raheja Plaza Premises CSL",LBS Marg Ghatkopar West,0.0,9367.0,24663.0,9367.0,-0.140487,0.0,26.265,0.06541752176565341,Mumbai,1672444800.0,India,INR,81.9,84.0,80.65,112.684,,,39867200.0,0.04498,33.56,1.51,1337927936.0,NSI,74.258,103.05,55.5,INR,1493350200.0,4154992.0,19800000.0,0.12972,,Communication Equipment,0.07961724896444602,1680220800.0,"Panache Digilife Limited manufactures, distributes, sells, and services information, communication and technology, and Internet of Thing (IoT) devices in India. The company provides smart compute devices, such as laptops, all in one PCs, mini and micro PCs, desktop PCs, thin clients, etc.; smart education solutions, including secure teaching and learning platform with virtualization support, interactive tools, tablet based products and charging solutions, and digital writing and writing pad solutions; telecom products comprising managed switches, POE switches, routers, IP telephony devices, etc.; and retail point of sale (POS) solutions, consisting of IoT based POS devices, integrated and standalone POS terminals, kiosk based solutions of visitor management system, and self-service and customer centric kiosks, as well as peripheral devices, such as programmable keyboards, optically coupled barcode scanners, cash registers, barcode card readers, fingerprint readers, thermal printers, and other peripheral accessories. It also offers support/return material authorization service through its test and repair centers. The company was formerly known as Vardhaman Technology Limited and changed its name to Panache Digilife Limited in February 2017. Panache Digilife Limited was incorporated in 2007 and is based in Mumbai, India.",Panache Digilife Limited,982800000.0,0.13107237775152836,86400.0,1688083200.0,10088700.0,-0.06565485598587495,1711843200.0,80.65,0.039839998,0.0,0.11770006199641149,6.347945205479452,91 22 2500 7002,80.65,81.9000015258789,2.0,3.1182182,1.1089665,0.0074,EQUITY,none,84.0,80.65,80.65,80.65,6927.0,0.06464711734912487,-0.795,74.111,Technology,12000000.0,0.007814731131345237,Panache Digilife Limited,0.11472719763468633,0.03282725606871702,PANACHE.NS,Asia/Kolkata,IST,2335000.0,0.194,354304000.0,886230592.0,0.0,0.0,1.09,75.13761,,67.46075,PANACHE.NS,9eada0ea-73ab-33e6-a945-632adbea3d8a,8.272468529316688,6927.0,https://www.panachedigilife.com,400086
